file_name,Time|Time,Cell_length|Cell_length,DNA1|Ir191,DNA2|Ir193,BC1|Pd104,BC2|Pd106,BC3|Pd108,BC4|In113,BC5|In115,BC6|La139,pPLCg2|Pr141,CD19|Nd142,p4EBP1|Nd143,CD11b|Nd144,pAMPK|Nd145,pSTAT3|Nd146,CD34|Nd148,pSTAT5|Nd150,pS6|Sm147,pCREB|Sm149,pc-Cbl|Sm152,CD45|Sm154,CD123|Eu151,pSTAT1|Eu153,pZap70-Syk|Gd156,CD33|Gd158,CD47|Gd160,pAKT|Tb159,CD7|Dy162,CD15|Dy164,pRb|Ho165,CD44|Er166,CD38|Er167,pErk1-2|Er168,CD3|Er170,pP38|Tm169,CD117|Yb171,cCaspase3|Yb172,HLA-DR|Yb174,CD64|Yb176,CD41|Lu175,Viability|Pt195,PhenoGraph|PhenoGraph,Condition|Condition
H1_PhenoGraph_cluster2,653331,26,215.0994415283203,382.1238098144531,67.44108581542969,2.0707242488861084,88.82514190673828,-0.33334609866142273,1.4261728525161743,16.131120681762695,1.67491614818573,-0.5759658217430115,0.7778310775756836,2.678912878036499,-0.3605429530143738,2.762752056121826,-0.4904243648052216,1.4296748638153076,0.3049553632736206,5.263340473175049,3.216548442840576,900.2911376953125,0.7774096131324768,872.703369140625,-0.3856201469898224,-0.5687916278839111,17.288297653198242,0.8131756782531738,135.0887908935547,1.309723973274231,5.842876434326172,44.77998352050781,-0.549487829208374,-0.5572909116744995,971.2569580078124,1.688405990600586,0.34468913078308105,-0.03903301432728767,-0.2778812646865845,-0.652073085308075,-0.6665988564491272,0.7890108227729797,2,2
H1_PhenoGraph_cluster2,751376,22,206.34548950195312,445.8833923339844,41.60769271850586,28.91837501525879,38.19675064086914,-0.3114589750766754,0.7436836361885071,5.038205623626709,0.805571436882019,-0.09022460877895357,0.9018466472625732,-0.4833543002605438,-0.49489298462867737,-0.03535062447190285,-0.47781357169151306,2.445257663726806,-0.32067054510116577,11.757527351379396,-0.4466538727283478,1049.5931396484375,-0.19079644978046417,28.0694637298584,-0.05246463045477867,-0.2772054076194763,95.9154815673828,-0.4353803396224976,103.210205078125,0.2535629868507385,17.200319290161133,9.69097900390625,4.537377834320068,-0.04584915190935135,601.35394287109375,-0.6628997921943665,-0.5604445934295654,-0.3972789943218231,1.5172873735427856,-0.2223702222108841,-0.04213358834385872,1.9519155025482176,5,5
H1_PhenoGraph_cluster2,4441169,24,243.55181884765625,316.2780456542969,-0.7172728180885315,23.696365356445312,11.03647804260254,-0.2276831716299057,1.0945613384246826,7.160869121551514,-0.575550377368927,-0.7366847991943359,1.6728204488754272,-0.33348599076271057,3.8208799362182617,-0.7734569311141968,-0.6315115094184875,1.3079590797424316,-0.5315786004066467,-0.3318060338497162,1.889838457107544,481.1835021972656,-0.6960493326187134,104.57408905029295,-0.36291366815567017,-0.6322240829467773,20.679182052612305,-0.02952064573764801,9.33457851409912,0.522454023361206,19.077491760253903,70.58885192871094,1.909586787223816,1.471141338348389,188.64112854003903,-0.03501954674720764,0.20036697387695312,1.1934484243392944,-0.7777191996574402,-0.4686394333839417,-0.2547447383403778,2.859074592590332,8,8
H1_PhenoGraph_cluster2,4327155,22,139.5921630859375,293.1861877441406,-0.01912272721529007,9.349251747131348,6.710854530334473,-0.6892862915992737,-0.6127371191978455,10.239839553833008,-0.02344493940472603,-0.574369490146637,2.410527229309082,1.177117109298706,4.864950656890869,1.3820269107818604,2.090527296066284,2.6784415245056152,4.340521335601807,35.88948059082031,1.563217043876648,1146.555419921875,2.6460816860198975,50.461326599121094,-0.5149399042129517,-0.40180590748786926,16.802391052246094,-0.3965373933315277,48.40929412841797,0.23890841007232663,50.39872360229492,21.00510597229004,5.992987155914307,7.093255996704102,605.946044921875,-0.4694784283638001,-0.4293396472930908,-0.3458077013492584,-0.6329744458198547,-0.13272355496883392,0.04382909834384918,-0.4026893675327301,8,8
H1_PhenoGraph_cluster2,819346,30,143.64125061035156,392.95953369140625,-0.19667840003967285,103.99761962890624,43.52184295654297,0.3584122359752655,3.780510425567627,0.7764880061149597,6.131642818450928,2.6889889240264893,9.684996604919434,-0.6477598547935486,7.993324279785156,3.2368202209472656,0.6835958361625671,17.027284622192383,1.3934751749038696,19.172382354736328,4.760691165924072,731.7222900390625,8.326321601867676,200.6855010986328,0.25829097628593445,-0.47524982690811157,29.823345184326172,490.8997802734375,20.93860626220703,-0.1687830686569214,16.754907608032227,46.938232421875,5.736946105957031,1.1716853380203247,390.38330078125,0.16370384395122528,0.5797315835952759,1.8798019886016848,1.866531252861023,-0.0299934446811676,6.071464538574219,2.0140459537506104,7,7
H1_PhenoGraph_cluster2,5251285,19,136.00119018554688,345.0377197265625,-0.23474623262882233,15.533812522888184,14.809117317199709,-0.5868095755577087,-0.6833130121231079,13.359033584594728,1.151352047920227,-0.6343703866004944,-0.2081528753042221,2.338799953460694,3.9620985984802246,1.530137062072754,-0.5692235231399536,-0.2441301792860031,1.32174813747406,0.5940566062927246,2.7347583770751953,490.0456848144531,-0.562875509262085,595.42791748046875,-0.40399831533432007,-0.5915268659591675,38.94443893432617,-0.456672877073288,8.85940933227539,0.01606165245175361,51.09024429321289,21.29296875,3.202765703201294,-0.03372054919600487,847.266357421875,-0.3610358536243438,-0.2680387794971466,-0.7788633704185486,-0.7322031855583191,-0.7808464169502258,-0.39080265164375305,-0.4660346806049347,8,8
H1_PhenoGraph_cluster2,4295851,24,373.3304748535156,864.2122802734375,34.99723434448242,-0.27038779854774475,27.8878231048584,1.3214200735092163,-0.4350932836532593,18.03759765625,-0.11484484374523164,1.5468024015426636,2.7711057662963867,3.06266450881958,6.287121772766113,-0.11050617694854736,0.9664977788925172,6.71541166305542,4.816623687744141,36.025230407714844,5.392806529998779,1070.86083984375,-0.5461329221725464,1134.3431396484375,-0.4828314185142517,-0.7543905973434448,51.46955490112305,-0.6393608450889587,6.452932357788086,-0.8182952404022217,158.37701416015625,392.3714599609375,1.2550156116485596,1.409665584564209,310.342529296875,-0.7832120656967163,1.5773783922195437,1.353244423866272,-0.2535683810710907,2.2650697231292725,-0.5490688681602478,7.312557220458984,2,2
H1_PhenoGraph_cluster2,2306625,29,189.16159057617188,360.5719299316406,15.328139305114746,28.02552032470703,18.630964279174805,-0.6437603831291199,-0.3023064136505127,-0.6623151898384094,1.8906903266906736,-0.54014652967453,1.28221595287323,-0.23457899689674375,4.614645481109619,-0.07640690356492996,-0.3787766993045807,3.69298791885376,0.44832807779312134,7.715447425842285,-0.5948590040206909,880.89239501953125,1.221897006034851,419.43463134765625,-0.39712074398994446,-0.5062379837036133,16.347867965698242,1.382796287536621,4.360396385192871,-0.2813624143600464,35.50984573364258,76.95301818847656,1.9913519620895384,1.0293359756469729,667.30902099609375,2.0928640365600586,0.28599098324775696,-0.549771785736084,-0.1650442332029343,1.3853250741958618,-0.05597023665904999,9.618185997009276,5,5
H1_PhenoGraph_cluster2,862627,19,233.60595703125,401.5954284667969,1.3636209964752195,14.403485298156738,27.056407928466797,-0.3804759979248047,10.594219207763672,-0.5454899072647095,5.901168346405029,-0.38468489050865173,-0.32550784945487976,-0.6570200324058533,1.1605817079544067,-0.29866907000541687,1.2735295295715332,1.907588005065918,0.8569634556770325,16.081430435180664,3.688930034637451,941.1180419921876,-0.3420068621635437,85.6183090209961,-0.39773938059806824,-0.16350330412387848,66.23584747314453,-0.5435683727264404,5.783592700958252,0.2789335548877716,97.42932891845705,396.7615966796875,-0.21293017268180847,0.8106434941291809,146.1719512939453,-0.4231540560722351,0.6651875972747803,-0.07664423435926437,-0.32416388392448425,-0.3316361606121063,-0.6462725400924683,39.90193939208984,7,7
H1_PhenoGraph_cluster2,1378998,17,126.82582092285156,270.83331298828125,-0.2796737551689148,21.473154067993164,24.999719619750977,-0.44111520051956177,-0.6828301548957825,15.075325965881348,-0.635698139667511,-0.6497538685798645,-0.6974239945411682,-0.15581826865673065,5.125502586364746,-0.1727663427591324,-0.30397653579711914,-0.6137633919715881,-0.3255365788936615,1.6099101305007937,0.12953925132751465,707.4959716796875,1.095226526260376,56.80488586425781,0.48813560605049133,-0.31174442172050476,68.650177001953125,0.13058553636074066,45.86409759521485,-0.6151373386383057,4.119000434875488,13.65979290008545,0.05916957557201385,0.1478142887353897,177.91311645507812,-0.05204510316252708,-0.553318977355957,-0.6127777099609375,-0.09518391638994216,-0.05212220177054405,-0.1715203821659088,2.4924116134643555,8,8
