Time|Time,Cell_length|Cell_length,DNA1|Ir191,DNA2|Ir193,BC1|Pd104,BC2|Pd106,BC3|Pd108,BC4|In113,BC5|In115,BC6|La139,pPLCg2|Pr141,CD19|Nd142,p4EBP1|Nd143,CD11b|Nd144,pAMPK|Nd145,pSTAT3|Nd146,CD34|Nd148,pSTAT5|Nd150,pS6|Sm147,pCREB|Sm149,pc-Cbl|Sm152,CD45|Sm154,CD123|Eu151,pSTAT1|Eu153,pZap70-Syk|Gd156,CD33|Gd158,CD47|Gd160,pAKT|Tb159,CD7|Dy162,CD15|Dy164,pRb|Ho165,CD44|Er166,CD38|Er167,pErk1-2|Er168,CD3|Er170,pP38|Tm169,CD117|Yb171,cCaspase3|Yb172,HLA-DR|Yb174,CD64|Yb176,CD41|Lu175,Viability|Pt195,PhenoGraph|PhenoGraph,Condition|Condition
1414218,19,174.06231689453125,404.4703979492187,107.47357940673828,0.510110080242157,-0.18487748503685,3.7444992065429688,6.803386688232422,1.3013612031936646,4.79895544052124,-0.604228138923645,18.62256622314453,32.12124252319336,6.208065032958984,0.7983079552650452,-0.3296487629413605,2.940037250518799,1.6005054712295532,43.24922180175781,2.3236899375915527,611.6103515625,2.018958806991577,919.6392822265624,-0.2958451509475708,1.2779520750045776,32.847023010253906,-0.5293922424316406,-0.04665239527821541,-0.6169505715370178,156.7689666748047,317.64569091796875,0.2688872814178467,-0.5195378661155701,-0.03259441629052162,-0.6080712080001831,-0.4735901057720184,-0.3821543753147125,1.857262372970581,10.38241195678711,3.4538257122039795,0.5976017713546753,18,18
2812006,28,134.7639617919922,292.24957275390625,56.42778778076172,79.90491485595703,-0.17563678324222565,11.299285888671877,-0.2334263175725937,2.953889846801758,-0.7539172172546387,0.8129612803459167,16.030712127685547,10.45842456817627,13.722413063049316,1.5995181798934937,8.347444534301758,9.84720516204834,7.337951183319092,143.79605102539062,2.068264961242676,285.4063720703125,2.3101980686187744,647.2235107421875,-0.207073375582695,4.4459710121154785,26.408754348754883,1.096224069595337,-0.22088979184627533,0.8209893107414246,344.102294921875,73.27198028564453,34.24824523925781,1.568634867668152,-0.28834569454193115,-0.05206961929798126,-0.00230803177691996,2.205747127532959,135.4856414794922,39.57016372680664,9.93032169342041,2.254892110824585,16,16
2332801,34,203.08892822265625,504.684326171875,2.2385895252227783,3.020019769668579,73.07185363769531,5.400964736938477,-0.3282245397567749,20.61584091186523,1.6404426097869873,0.3593662977218628,14.924846649169922,50.7869987487793,3.016698122024536,3.3778507709503174,1.0151299238204956,21.581899642944336,0.9895693063735962,45.975955963134766,5.984591484069824,630.50347900390625,-0.6669921278953552,117.2785415649414,-0.3352506756782532,14.544671058654783,71.48316192626953,2.2044811248779297,-0.6617715954780579,4.921472549438477,146.3460235595703,194.51068115234375,17.7244815826416,0.4157028198242187,1.5932608842849731,2.7984323501586914,2.7981395721435547,-0.46645602583885193,58.11167526245117,35.43873596191406,4.642087459564209,18.101903915405273,11,11
64401,25,456.2780151367187,649.34857177734375,109.50816345214844,-0.5310744643211365,114.10336303710938,3.0968093872070312,14.495288848876951,3.1717281341552734,0.9374461770057678,0.3509523570537567,32.5467414855957,26.85597801208496,-0.33746328949928284,0.9446547031402588,1.858494520187378,7.057277202606201,-0.00924691557884216,36.73259735107422,4.514257431030273,550.09075927734375,8.23377799987793,720.9749755859375,-0.4592011272907257,1.3468271493911743,144.37155151367188,0.3256053030490875,-0.6883541941642761,-0.20648811757564545,145.6673126220703,83.60637664794922,15.80616855621338,-0.5484057664871216,-0.2334146946668625,-0.06800168007612228,-0.3140535354614258,-0.1181839033961296,127.2831802368164,153.63320922851562,4.317934036254883,5.409949779510498,1,1
915289,22,96.2941436767578,303.9873962402344,14.097929000854492,-0.5937900543212891,7.526138782501221,-0.05306464806199074,-0.6068359017372131,14.106304168701172,-0.2596498727798462,-0.27837491035461426,10.90095043182373,25.012521743774418,3.753239631652832,3.0842392444610596,-0.43893763422966,4.5030903816223145,1.2410554885864258,16.736757278442383,2.0259499549865723,469.0679016113281,0.09201867133378984,18.409011840820312,-0.3777264356613159,2.2710940837860107,15.17394733428955,3.1963751316070557,-0.06592865288257599,1.9936259984970093,251.2637176513672,141.95054626464844,17.16168785095215,-0.3497157096862793,-0.3037024736404419,0.8107662200927734,-0.483114093542099,-0.5675967931747437,12.822998046875,47.89353942871094,6.542271137237549,-0.39923733472824097,2,2
2784131,29,128.79132080078125,248.54202270507812,-0.6378687620162964,20.76077651977539,-0.40026357769966125,-0.09900026023387908,2.48244309425354,4.769472599029541,-0.03390256687998772,-0.614033043384552,16.388696670532227,11.908495903015137,8.474430084228516,-0.42167001962661743,7.663490772247315,4.181093215942383,1.5441070795059204,69.30668640136719,-0.37776532769203186,123.77300262451172,0.5202969908714294,110.23877716064452,-0.49715128540992737,4.540226459503174,16.783586502075195,0.36770060658454895,0.20813363790512085,-0.20831042528152463,164.20938110351562,56.918670654296875,13.473345756530762,-0.5344974398612976,2.2395172119140625,5.131384372711182,0.5453789234161377,-0.27457284927368164,12.36072063446045,25.312360763549805,1.2979705333709717,2.1753623485565186,13,13
769102,25,211.1249084472656,441.9304809570313,11.314056396484377,-0.38730135560035706,17.505327224731445,-0.3751884698867798,-0.5770163536071777,10.873644828796388,0.5967047810554504,-0.6057701706886292,1.055312991142273,8.475141525268555,1.987665057182312,1.3920625448226929,1.2842402458190918,1.955229640007019,-0.0949903130531311,18.942707061767575,-0.6675098538398743,202.54347229003903,0.2326902449131012,14.053842544555664,-0.4779508709907532,-0.5858986973762512,27.542631149291992,1.0776888132095337,4.618000507354736,0.4310116171836853,39.61741638183594,61.88068771362305,6.499142169952393,-0.35958153009414673,-0.6884288191795349,-0.0853738933801651,-0.6568914651870728,-0.1268748939037323,0.40699076652526855,0.824678361415863,-0.6133790016174316,-0.5156044363975525,2,2
1174797,42,277.56585693359375,467.9299011230469,-0.2473357915878296,67.85001373291016,60.614036560058594,-0.6555341482162476,14.613266944885254,2.6512255668640137,4.105191230773926,-0.11310021579265594,35.569087982177734,19.74725914001465,3.4936554431915283,0.6841059923171997,7.068643093109131,55.62478256225586,4.178585052490234,22.084617614746097,6.777318477630615,300.6651611328125,5.172451972961426,866.6715087890625,1.0925148725509644,1.5928131341934204,35.91120910644531,-0.2813113033771515,-0.5527406334877014,-0.05723242834210396,98.29596710205078,249.23719787597656,27.33824920654297,1.147802233695984,2.0007362365722656,0.21569108963012695,-0.3195648491382599,-0.6041536927223206,31.05359649658203,19.122385025024418,7.496142387390137,29.994667053222656,7,7
858173,47,143.9366912841797,299.36724853515625,148.98873901367188,110.6301498413086,2.6910152435302734,-0.19978304207324984,10.260297775268556,-0.70688796043396,2.2187976837158203,0.4488683044910431,9.259923934936523,40.373722076416016,4.57936429977417,-0.3857726454734802,3.274075746536255,3.692535877227783,1.7081741094589231,14.208599090576172,3.017406940460205,537.73846435546875,5.744560241699219,1829.81396484375,1.0662000179290771,10.284093856811523,18.66176986694336,-0.7088451385498047,-0.6442623734474182,0.2922903597354889,92.15766143798828,409.7796020507813,20.84815216064453,1.5263359546661377,-0.3575175702571869,-0.3506256937980652,-0.17370422184467316,1.3120161294937134,16.276689529418945,44.7649040222168,5.662285327911377,3.050922393798828,3,3
3157322,23,269.80999755859375,759.56689453125,-0.14984489977359772,253.59173583984375,111.4667739868164,11.89108943939209,3.508030652999878,1.5498054027557373,-0.4583258032798767,-0.4565257132053375,11.706204414367676,17.094402313232422,5.665073394775391,5.504710674285889,0.874144971370697,25.643348693847656,0.34062954783439636,32.58657455444336,2.740253210067749,371.24407958984375,10.628090858459473,1062.6883544921875,-0.2205178290605545,8.14161491394043,34.468441009521484,-0.3547447621822357,-0.36527469754219055,0.27393364906311035,1228.5869140625,290.7178039550781,5.112515926361084,-0.4307735860347748,1.2522178888320925,-0.1065518632531166,-0.05518950894474983,-0.5355738401412964,3.545248508453369,22.918954849243164,-0.17070890963077545,7.951504707336426,6,6
1816021,25,222.7736968994141,382.4486083984375,17.18697738647461,-0.40112772583961487,22.50819396972656,-0.6634792685508728,-0.5269660353660583,17.192249298095703,0.9049473404884338,-0.49054422974586487,9.785289764404297,10.474145889282228,3.565875291824341,-0.37702277302742,1.1812543869018557,7.125873565673828,-0.222589373588562,30.64554977416992,-0.00215506670065224,307.14605712890625,-0.1410406082868576,73.81266784667969,2.465113878250122,1.244882583618164,16.00438117980957,9.596399307250977,-0.6795095801353455,2.2599937915802,266.2044982910156,46.01374053955078,26.35313415527344,1.4160829782485962,2.4039762020111084,-0.1869563460350037,-0.13789193332195282,2.3675243854522705,7.4689741134643555,8.863079071044922,-0.11133091896772385,3.241406202316284,2,2
2817622,19,200.2769775390625,368.0475158691406,-0.02330921031534671,41.55866241455078,-0.7420211434364319,4.535841464996338,-0.36515897512435913,17.929365158081055,1.7117725610733032,1.037556767463684,14.503769874572754,-0.6742731928825378,10.66402816772461,-0.045181754976511,1.3200517892837524,4.57071590423584,3.0133674144744873,105.36054229736328,-0.4521764218807221,23.0440616607666,3.00989031791687,-0.6729857325553894,-0.7160651683807373,-0.03173247724771499,14.926453590393066,2.0583415031433105,0.6946351528167725,1.9255406856536863,223.04986572265625,4.4465742111206055,7.000523567199707,-0.30723947286605835,-0.7293990254402161,1.6206495761871338,-0.49829599261283875,0.6065592169761658,11.632163047790527,18.79999732971191,-0.5953267812728882,3.0412662029266357,12,12
5156388,34,190.15750122070312,341.49896240234375,-0.37999793887138367,63.3356819152832,-0.6166372299194336,10.85297393798828,6.94473934173584,2.6378836631774902,-0.04579663276672363,-0.6587958335876465,19.60307884216309,20.957124710083008,1.448237419128418,2.285094738006592,-0.09084562957286836,16.129302978515625,0.1171802505850792,25.111644744873047,2.331092596054077,241.62872314453125,0.10887062549591064,744.80859375,-0.5436379909515381,1.610006332397461,17.90025520324707,0.2594708800315857,-0.0156886950135231,0.7630091905593872,37.80442810058594,229.94894409179688,13.105852127075195,1.4342806339263916,-0.41500240564346313,-0.7430791258811951,-0.8293985724449158,0.7063299417495728,18.374128341674805,23.044462203979492,1.307925581932068,10.098444938659668,9,9
